"Código Pagamento";"Código Lista";"Data Emissão";"Código Banco";"Nome Banco";"Agência";"Valor em R$"
"153103152342024OB000024";"153103152342023LB000049";"02/01/2024";"1";"Banco do Brasil S.A.";"1668";"1320,00"
"153166152402024OB000020";"153166152402023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"4201";"1845450,87"
"153166152402024OB000020";"153166152402023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"0208";"387915,42"
"153166152402024OB000022";"153166152402023LB000023";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"294265,72"
"153166152402024OB000022";"153166152402023LB000023";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3403";"45800,12"
"153166152402024OB000022";"153166152402023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"0208";"46439,99"
"153166152402024OB000022";"153166152402023LB000023";"02/01/2024";"237";"Banco Bradesco S.A.";"1542";"58340,05"
"153166152402024OB000022";"153166152402023LB000023";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"61203,58"
"153173152532024OB000001";"153173152532023LB000025";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"58140,87"
"153173152532024OB000001";"153173152532023LB000025";"02/01/2024";"104";"Caixa Econômica Federal";"0664";"10034,49"
"153173152532024OB000001";"153173152532023LB000025";"02/01/2024";"237";"Banco Bradesco S.A.";"0484";"2399,14"
"153173152532024OB000001";"153173152532023LB000025";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"3643,06"
"154040152572024OB000009";"154040152572023LB000023";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"3551812,61"
"154040152572024OB000009";"154040152572023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"3921";"883004,71"
"154040152572024OB000019";"154040152572023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"606165,94"
"154040152572024OB000019";"154040152572023LB000024";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0082";"44855,69"
"154040152572024OB000019";"154040152572023LB000024";"02/01/2024";"70";"BRB - Banco de Brasília S.A.";"0219";"72451,04"
"154040152572024OB000019";"154040152572023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"3921";"158708,71"
"154040152572024OB000019";"154040152572023LB000024";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"35168,86"
"154040152572024OB000019";"154040152572023LB000024";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"42990,01"
"154040152572024OB000019";"154040152572023LB000024";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"2112,91"
"154041152582024OB000001";"154041152582023LB000046";"02/01/2024";"1";"Banco do Brasil S.A.";"3846";"34511291,28"
"154041152582024OB000002";"154041152582023LB000047";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3313";"1783472,63"
"154041152582024OB000002";"154041152582023LB000047";"02/01/2024";"104";"Caixa Econômica Federal";"0671";"11515649,68"
"154041152582024OB000002";"154041152582023LB000047";"02/01/2024";"237";"Banco Bradesco S.A.";"1152";"900369,56"
"154041152582024OB000002";"154041152582023LB000047";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"576072,15"
"154041152582024OB000003";"154041152582023LB000049";"02/01/2024";"1";"Banco do Brasil S.A.";"3846";"310284,60"
"154041152582024OB000003";"154041152582023LB000049";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3313";"18509,31"
"154041152582024OB000003";"154041152582023LB000049";"02/01/2024";"104";"Caixa Econômica Federal";"0671";"114513,44"
"154041152582024OB000003";"154041152582023LB000049";"02/01/2024";"237";"Banco Bradesco S.A.";"1152";"27849,13"
"154041152582024OB000003";"154041152582023LB000049";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"6102,13"
"154041152582024OB000004";"154041152582023LB000048";"02/01/2024";"1";"Banco do Brasil S.A.";"2953";"2839587,46"
"154041152582024OB000004";"154041152582023LB000048";"02/01/2024";"104";"Caixa Econômica Federal";"0671";"816639,06"
"154042152592024OB000011";"154042152592023LB000012";"02/01/2024";"1";"Banco do Brasil S.A.";"2694";"144393,62"
"154042152592024OB000011";"154042152592023LB000012";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"1151";"16173,38"
"154042152592024OB000011";"154042152592023LB000012";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0330";"60048,54"
"154042152592024OB000011";"154042152592023LB000012";"02/01/2024";"104";"Caixa Econômica Federal";"0497";"41547,77"
"154042152592024OB000011";"154042152592023LB000012";"02/01/2024";"237";"Banco Bradesco S.A.";"0388";"2857,41"
"154042152592024OB000011";"154042152592023LB000012";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"12365,75"
"154042152592024OB000011";"154042152592023LB000012";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0010";"1243,25"
"154044152612024OB000001";"154044152612023LB000023";"02/01/2024";"1";"Banco do Brasil S.A.";"3550";"18136527,42"
"154044152612024OB000001";"154044152612023LB000023";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3270";"1385054,82"
"154044152612024OB000001";"154044152612023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"3950";"2667738,10"
"154044152612024OB000001";"154044152612023LB000023";"02/01/2024";"237";"Banco Bradesco S.A.";"0427";"244681,42"
"154044152612024OB000001";"154044152612023LB000023";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"420649,19"
"154044152612024OB000002";"154044152612023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"3550";"189911,24"
"154044152612024OB000002";"154044152612023LB000024";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3270";"14548,95"
"154044152612024OB000002";"154044152612023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"3950";"77276,30"
"154044152612024OB000002";"154044152612023LB000024";"02/01/2024";"237";"Banco Bradesco S.A.";"0427";"3677,85"
"154044152612024OB000002";"154044152612023LB000024";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"20364,08"
"154047152642024OB000014";"154047152642023LB000066";"02/01/2024";"1";"Banco do Brasil S.A.";"3798";"686,20"
"154047152642024OB000017";"154047152642023LB000067";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0470";"595,98"
"154047152642024OB000021";"154047152642023LB000065";"02/01/2024";"1";"Banco do Brasil S.A.";"3798";"206027,73"
"154047152642024OB000021";"154047152642023LB000065";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"4305";"31692,47"
"154047152642024OB000021";"154047152642023LB000065";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0470";"67851,02"
