"Código Pagamento";"Código Lista";"Data Emissão";"Código Sequência";"Valor Lançamento em R$";"Valor Desconto em R$";"Valor Juros em R$";"Valor Dedução em R$";"Valor Acréscimo em R$"
"114623113012024OB000017";"114623113012023LF000947";"02/01/2024";"1";"8,43";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000018";"114623113012023LF000943";"02/01/2024";"1";"12,25";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000019";"114623113012023LF000946";"02/01/2024";"1";"0,47";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000020";"114623113012023LF000941";"02/01/2024";"1";"7,14";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000021";"114623113012023LF000948";"02/01/2024";"1";"2,39";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000022";"114623113012023LF000952";"02/01/2024";"1";"66,73";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000023";"114623113012023LF000953";"02/01/2024";"1";"3,22";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000024";"114623113012023LF000955";"02/01/2024";"1";"19,21";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000025";"114623113012023LF000949";"02/01/2024";"1";"12,63";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000026";"114623113012023LF000950";"02/01/2024";"1";"11,33";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000027";"114623113012023LF000954";"02/01/2024";"1";"1,26";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000028";"114623113012023LF000951";"02/01/2024";"1";"16,08";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000029";"114623113012023LF000960";"02/01/2024";"1";"47,57";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000030";"114623113012023LF000959";"02/01/2024";"1";"3,24";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000031";"114623113012023LF000957";"02/01/2024";"1";"11,49";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000032";"114623113012023LF000958";"02/01/2024";"1";"1,60";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000033";"114623113012023LF000956";"02/01/2024";"1";"58,86";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000034";"114623113012023LF000972";"02/01/2024";"1";"29,72";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000035";"114623113012023LF000965";"02/01/2024";"1";"4,01";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000036";"114623113012023LF000967";"02/01/2024";"1";"33,35";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000037";"114623113012023LF000973";"02/01/2024";"1";"6,30";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000038";"114623113012023LF000968";"02/01/2024";"1";"27,41";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000039";"114623113012023LF000975";"02/01/2024";"1";"45,86";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000040";"114623113012023LF000966";"02/01/2024";"1";"14,47";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000041";"114623113012023LF000969";"02/01/2024";"1";"19,20";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000042";"114623113012023LF000964";"02/01/2024";"1";"4,76";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000043";"114623113012023LF000974";"02/01/2024";"1";"2,02";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000044";"114623113012023LF000970";"02/01/2024";"1";"4,19";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000045";"114623113012023LF000971";"02/01/2024";"1";"7,13";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000046";"114623113012023LF000962";"02/01/2024";"1";"2,13";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000047";"114623113012023LF000961";"02/01/2024";"1";"4,00";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000048";"114623113012023LF000963";"02/01/2024";"1";"21,11";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000049";"114623113012023LF000977";"02/01/2024";"1";"19,26";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000050";"114623113012023LF000976";"02/01/2024";"1";"15,60";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000051";"114623113012023LF000982";"02/01/2024";"1";"3,16";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000052";"114623113012023LF000983";"02/01/2024";"1";"7,31";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000053";"114623113012023LF000981";"02/01/2024";"1";"0,02";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000054";"114623113012023LF000979";"02/01/2024";"1";"7,40";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000055";"114623113012023LF000980";"02/01/2024";"1";"36,91";"0,00";"0,00";"0,00";"0,00"
"114623113012024OB000056";"114623113012023LF000978";"02/01/2024";"1";"8,41";"0,00";"0,00";"0,00";"0,00"
"114702114012024OB000009";"114702114012023LF000156";"02/01/2024";"1";"98,56";"0,00";"0,00";"0,00";"0,00"
"114702114012024OB000010";"114702114012023LF000155";"02/01/2024";"1";"2305,18";"0,00";"0,00";"0,00";"0,00"
"115406204152024OB000029";"115406204152023LF000659";"02/01/2024";"1";"18193,54";"0,00";"0,00";"0,00";"0,00"
"115406204152024OB000029";"115406204152023LF000659";"02/01/2024";"2";"18532,14";"0,00";"0,00";"0,00";"0,00"
"115406204152024OB000030";"115406204152023LF000671";"02/01/2024";"1";"18642,59";"0,00";"0,00";"0,00";"0,00"
"115406204152024OB000031";"115406204152023LF000714";"02/01/2024";"1";"7528,56";"0,00";"0,00";"0,00";"0,00"
"120016000012024OB000001";"120016000012023LF000331";"02/01/2024";"1";"224989,52";"0,00";"0,00";"0,00";"0,00"
"120016000012024OB000002";"120016000012023LF000332";"02/01/2024";"1";"42888,91";"0,00";"0,00";"0,00";"0,00"
"120052000012024OB000003";"120052000012023LF000016";"02/01/2024";"1";"75443,77";"0,00";"0,00";"0,00";"0,00"
"120052000012024OB000004";"120052000012023LF000017";"02/01/2024";"1";"64991,85";"0,00";"0,00";"0,00";"0,00"
"120052000012024OB000031";"120052000012023LF000021";"02/01/2024";"1";"704279,10";"0,00";"0,00";"0,00";"0,00"
"120052000012024OB000032";"120052000012023LF000018";"02/01/2024";"1";"763000,07";"0,00";"0,00";"0,00";"0,00"
"120052000012024OB000033";"120052000012023LF000019";"02/01/2024";"1";"633718,28";"0,00";"0,00";"0,00";"0,00"
"120052000012024OB000034";"120052000012023LF000020";"02/01/2024";"1";"810408,02";"0,00";"0,00";"0,00";"0,00"
"120052000012024OB000035";"120052000012023LF000023";"02/01/2024";"1";"663907,15";"0,00";"0,00";"0,00";"0,00"
"120052000012024OB000036";"120052000012023LF000022";"02/01/2024";"1";"775652,91";"0,00";"0,00";"0,00";"0,00"
"130006000012024OB000008";"130006000012023LF000034";"02/01/2024";"1";"7750,26";"0,00";"0,00";"0,00";"0,00"
"130006000012024OB000009";"130006000012023LF000035";"02/01/2024";"1";"2510,37";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"1";"118,15";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"10";"3771,80";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"11";"5954,10";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"12";"533,21";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"13";"177,24";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"14";"127,67";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"15";"553,77";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"16";"401,43";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"17";"229,73";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"18";"348,67";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"19";"110,08";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"2";"1690,60";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"20";"279,74";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"21";"1148,57";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"22";"285,14";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"23";"110,08";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"24";"117,75";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"25";"986,61";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"3";"1220,30";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"4";"401,94";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"5";"509,91";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"6";"518,85";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"7";"4568,65";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"8";"151,91";"0,00";"0,00";"0,00";"0,00"
"130010000012024OB000001";"130010000012023LF000954";"02/01/2024";"9";"68,25";"0,00";"0,00";"0,00";"0,00"
"130011000012024OB000001";"130011000012023LF001061";"02/01/2024";"1";"24,41";"0,00";"0,00";"0,00";"0,00"
"130025000012024OB000001";"130025000012023LF000091";"02/01/2024";"1";"76,15";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000001";"130029000012023LF000098";"02/01/2024";"1";"120,67";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000002";"130029000012023LF000106";"02/01/2024";"1";"3892,26";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000003";"130029000012023LF000105";"02/01/2024";"1";"2943,65";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000004";"130029000012023LF000100";"02/01/2024";"1";"3253,30";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000005";"130029000012023LF000104";"02/01/2024";"1";"3182,49";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000006";"130029000012023LF000099";"02/01/2024";"1";"1814,72";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000006";"130029000012023LF000099";"02/01/2024";"2";"1344,79";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000007";"130029000012023LF000101";"02/01/2024";"1";"1923,98";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000007";"130029000012023LF000101";"02/01/2024";"2";"941,94";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000008";"130029000012023LF000103";"02/01/2024";"1";"1182,86";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000009";"130029000012023LF000102";"02/01/2024";"1";"1481,09";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000010";"130029000012023LF000109";"02/01/2024";"1";"2406,23";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000011";"130029000012023LF000108";"02/01/2024";"1";"1736,89";"0,00";"0,00";"0,00";"0,00"
"130029000012024OB000012";"130029000012023LF000107";"02/01/2024";"1";"1761,29";"0,00";"0,00";"0,00";"0,00"
"130056000012024OB000001";"130056000012023LF000311";"02/01/2024";"1";"5462,84";"0,00";"0,00";"0,00";"0,00"
"130056000012024OB000001";"130056000012023LF000311";"02/01/2024";"2";"18306,65";"0,00";"0,00";"0,00";"0,00"
"130077000012024OB000001";"130077000012023LF000130";"02/01/2024";"1";"23485,90";"0,00";"0,00";"0,00";"0,00"
"130077000012024OB000002";"130077000012023LF000131";"02/01/2024";"1";"25196,42";"0,00";"0,00";"0,00";"0,00"
"130077000012024OB000005";"130077000012023LF000132";"02/01/2024";"1";"140,00";"0,00";"0,00";"0,00";"0,00"
"130088000012024OB000003";"130088000012023LF000110";"02/01/2024";"1";"98,00";"0,00";"0,00";"0,00";"0,00"
"130088000012024OB000003";"130088000012023LF000110";"02/01/2024";"2";"38,00";"0,00";"0,00";"0,00";"0,00"
"130248000012024OB000022";"130248000012023LF000012";"02/01/2024";"1";"104304,12";"0,00";"0,00";"0,00";"0,00"
"130248000012024OB000023";"130248000012023LF000011";"02/01/2024";"1";"76960,99";"0,00";"0,00";"0,00";"0,00"
"135007132032024OB000003";"135007132032023LF000097";"02/01/2024";"1";"1883,44";"0,00";"0,00";"0,00";"0,00"
"135010132032024OB000001";"135010132032023LF000148";"02/01/2024";"1";"315,28";"0,00";"0,00";"0,00";"0,00"
"135010132032024OB000002";"135010132032023LF000149";"02/01/2024";"1";"3016,69";"0,00";"0,00";"0,00";"0,00"
"135010132032024OB000003";"135010132032023LF000150";"02/01/2024";"1";"2412,80";"0,00";"0,00";"0,00";"0,00"
"135014132032024OB000003";"135014132032023LF000058";"02/01/2024";"1";"88349,06";"0,00";"0,00";"0,00";"0,00"
"135031132032024OB000001";"135031132032023LF000170";"02/01/2024";"1";"135,72";"0,00";"0,00";"0,00";"0,00"
"135046132032024OB000017";"135046132032023LF000188";"02/01/2024";"1";"85467,61";"0,00";"0,00";"0,00";"0,00"
"135100222112024OB000021";"135100222112023LF000323";"02/01/2024";"1";"32815,61";"0,00";"0,00";"0,00";"0,00"
"135100222112024OB000023";"135100222112023LF000324";"02/01/2024";"1";"9,24";"0,00";"0,00";"0,00";"0,00"
"135209222112024OB000001";"135209222112024LF000001";"02/01/2024";"1";"975,00";"0,00";"0,00";"0,00";"0,00"
"135325222112024OB000001";"135325222112023LF000234";"02/01/2024";"1";"63,33";"0,00";"0,00";"0,00";"0,00"
"135457222112024OB000001";"135457222112023LF000320";"02/01/2024";"1";"6546,59";"0,00";"0,00";"0,00";"0,00"
"135629222112024OB000001";"135629222112023LF000110";"02/01/2024";"1";"66,83";"0,00";"0,00";"0,00";"0,00"
"135629222112024OB000002";"135629222112023LF000111";"02/01/2024";"1";"66,83";"0,00";"0,00";"0,00";"0,00"
"150002000012024OB000014";"150002000012023LF000142";"02/01/2024";"1";"14030,76";"0,00";"0,00";"0,00";"0,00"
"150002000012024OB000015";"150002000012023LF000143";"02/01/2024";"1";"5936,45";"0,00";"0,00";"0,00";"0,00"
"150002000012024OB000020";"150002000012023LF000145";"02/01/2024";"1";"20879,07";"0,00";"0,00";"0,00";"0,00"
"150002000012024OB000021";"150002000012023LF000146";"02/01/2024";"1";"21047,77";"0,00";"0,00";"0,00";"0,00"
"150002000012024OB000022";"150002000012023LF000147";"02/01/2024";"1";"16672,99";"0,00";"0,00";"0,00";"0,00"
"150002000012024OB000024";"150002000012023LF000150";"02/01/2024";"1";"10172,84";"0,00";"0,00";"0,00";"0,00"
"150002000012024OB000025";"150002000012023LF000149";"02/01/2024";"1";"10172,84";"0,00";"0,00";"0,00";"0,00"
"150002000012024OB000026";"150002000012023LF000148";"02/01/2024";"1";"16777,86";"0,00";"0,00";"0,00";"0,00"
"150218152592024OB000014";"150218152592023LF000023";"02/01/2024";"1";"73,92";"0,00";"0,00";"0,00";"0,00"
"150218152592024OB000017";"150218152592023LF000024";"02/01/2024";"1";"4547,59";"0,00";"0,00";"0,00";"0,00"
"150220152302024OB000016";"150220152302023LF000024";"02/01/2024";"1";"821,10";"0,00";"0,00";"0,00";"0,00"
"150221152422024OB000007";"150221152422023LF000028";"02/01/2024";"1";"5984,52";"0,00";"0,00";"0,00";"0,00"
"150223152232024OB000012";"150223152232023LF000016";"02/01/2024";"1";"1472,28";"0,00";"0,00";"0,00";"0,00"
"150224152562024OB000001";"150224152562023LF000014";"02/01/2024";"1";"98,56";"0,00";"0,00";"0,00";"0,00"
"150224152562024OB000001";"150224152562023LF000014";"02/01/2024";"2";"6562,25";"0,00";"0,00";"0,00";"0,00"
"150229152222024OB000005";"150229152222023LF000023";"02/01/2024";"1";"4918,75";"0,00";"0,00";"0,00";"0,00"
"150229152222024OB000006";"150229152222023LF000024";"02/01/2024";"1";"92,40";"0,00";"0,00";"0,00";"0,00"
"150232152372024OB000011";"150232152372023LF000042";"02/01/2024";"1";"70,84";"0,00";"0,00";"0,00";"0,00"
"150232152372024OB000011";"150232152372023LF000042";"02/01/2024";"2";"10032,58";"0,00";"0,00";"0,00";"0,00"
"150233152602024OB000001";"150233152602023LF000045";"02/01/2024";"1";"20855,56";"0,00";"0,00";"0,00";"0,00"
"150233152602024OB000013";"150233152602023LF000046";"02/01/2024";"1";"425,17";"0,00";"0,00";"0,00";"0,00"
"150237152652024OB000009";"150237152652023LF000012";"02/01/2024";"1";"200,98";"0,00";"0,00";"0,00";"0,00"
"150244152242024OB000013";"150244152242023LF000014";"02/01/2024";"1";"117,04";"0,00";"0,00";"0,00";"0,00"
"150244152242024OB000013";"150244152242023LF000014";"02/01/2024";"2";"7349,87";"0,00";"0,00";"0,00";"0,00"
"150246152242024OB000012";"150246152242023LF000014";"02/01/2024";"1";"36,96";"0,00";"0,00";"0,00";"0,00"
"150246152242024OB000012";"150246152242023LF000014";"02/01/2024";"2";"3789,74";"0,00";"0,00";"0,00";"0,00"
"150248263502024OB000011";"150248263502023LF000017";"02/01/2024";"1";"2867,48";"0,00";"0,00";"0,00";"0,00"
"150426152342024OB000008";"150426152342023LF000012";"02/01/2024";"1";"184,93";"0,00";"0,00";"0,00";"0,00"
"150426152342024OB000008";"150426152342023LF000012";"02/01/2024";"2";"3181,29";"0,00";"0,00";"0,00";"0,00"
"150426152342024OB000008";"150426152342023LF000012";"02/01/2024";"3";"1581,73";"0,00";"0,00";"0,00";"0,00"
"150426152342024OB000008";"150426152342023LF000012";"02/01/2024";"4";"18,48";"0,00";"0,00";"0,00";"0,00"
"150426152342024OB000008";"150426152342023LF000012";"02/01/2024";"5";"166,32";"0,00";"0,00";"0,00";"0,00"
"150426152342024OB000008";"150426152342023LF000012";"02/01/2024";"6";"9,24";"0,00";"0,00";"0,00";"0,00"
"150432152362024OB000003";"150432152362023LF000023";"02/01/2024";"1";"23790,67";"0,00";"0,00";"0,00";"0,00"
"150432152362024OB000010";"150432152362023LF000024";"02/01/2024";"1";"572,88";"0,00";"0,00";"0,00";"0,00"
"151910264182024OB000001";"151910264182023LF000052";"02/01/2024";"1";"6538,65";"0,00";"0,00";"0,00";"0,00"
"152004000012024OB000004";"152004000012023LF000107";"02/01/2024";"1";"895,80";"0,00";"0,00";"0,00";"0,00"
"152004000012024OB000006";"152004000012023LF000108";"02/01/2024";"1";"2174,65";"1186,45";"0,00";"0,00";"0,00"
"152004000012024OB000011";"152004000012023LF000109";"02/01/2024";"1";"2174,65";"988,20";"0,00";"0,00";"0,00"
"152004000012024OB000057";"152004000012023LF000103";"02/01/2024";"1";"12483,76";"0,00";"0,00";"0,00";"0,00"
"152004000012024OB000060";"152004000012023LF000104";"02/01/2024";"1";"2870,49";"0,00";"0,00";"0,00";"0,00"
"152004000012024OB000070";"152004000012023LF000105";"02/01/2024";"1";"9552,49";"0,00";"0,00";"0,00";"0,00"
"152004000012024OB000097";"152004000012023LF000106";"02/01/2024";"1";"256,74";"0,00";"0,00";"0,00";"0,00"
"152004000012024OB000099";"152004000012023LF000110";"02/01/2024";"1";"11530,36";"0,00";"0,00";"0,00";"0,00"
"152005000012024OB000007";"152005000012023LF000107";"02/01/2024";"1";"4078,61";"0,00";"0,00";"1530,67";"0,00"
"152005000012024OB000011";"152005000012023LF000106";"02/01/2024";"1";"1008,33";"0,00";"0,00";"0,00";"1530,67"
"152426264232024OB000001";"152426264232023LF000065";"02/01/2024";"1";"2742,34";"0,00";"0,00";"0,00";"0,00"
"152430264232024OB000003";"152430264232023LF000082";"02/01/2024";"1";"1151,28";"0,00";"0,00";"0,00";"0,00"
"152430264232024OB000005";"152430264232023LF000083";"02/01/2024";"1";"1658,13";"0,00";"0,00";"0,00";"0,00"
"153010152442024OB000003";"153010152442023LF000451";"02/01/2024";"1";"12622,22";"0,00";"0,00";"0,00";"0,00"
"153010152442024OB000003";"153010152442023LF000451";"02/01/2024";"2";"1983,43";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000004";"153015152452023LF001298";"02/01/2024";"1";"12315,31";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000004";"153015152452023LF001298";"02/01/2024";"2";"527,46";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000023";"153015152452023LF001302";"02/01/2024";"1";"83,52";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000024";"153015152452023LF001069";"02/01/2024";"1";"54058,91";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000025";"153015152452023LF001073";"02/01/2024";"1";"7140,43";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000026";"153015152452023LF001049";"02/01/2024";"1";"10094,07";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000027";"153015152452023LF001300";"02/01/2024";"1";"72834,77";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000028";"153015152452023LF001257";"02/01/2024";"1";"75,84";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000029";"153015152452023LF001183";"02/01/2024";"1";"14568,09";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000030";"153015152452023LF001305";"02/01/2024";"1";"299,10";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000031";"153015152452023LF001306";"02/01/2024";"1";"296,40";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000032";"153015152452023LF001258";"02/01/2024";"1";"2251,25";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000033";"153015152452023LF001259";"02/01/2024";"1";"3737,03";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000035";"153015152452023LF001299";"02/01/2024";"1";"578,15";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000036";"153015152452023LF001304";"02/01/2024";"1";"30691,68";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000037";"153015152452023LF001303";"02/01/2024";"1";"88,01";"0,00";"0,00";"0,00";"0,00"
"153015152452024OB000040";"153015152452023LF001308";"02/01/2024";"1";"14,55";"0,00";"0,00";"0,00";"0,00"
