"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Unidade Gestora";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170052 - DELEGACIA DA RFB EM JOAO PESSOA";"3.125,55";"3.125,55";"2.935,32";"127.362,99";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170040 - SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF";"186.685,80";"940.122,69";"789.914,60";"12.762,51";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170058 - SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF";"3.365.105,12";"3.276.286,06";"3.114.713,54";"213.363,78";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170007 - SUBSECRETARIA DE ASSUNTOS CORPORATIVOS- SUCOP";"591.255,06";"14.621.392,15";"28.150.103,84";"1.234.090,20";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170271 - DELEGACIA DA RFB EM PALMAS";"51.532,37";"39.175,68";"40.578,11";"2.819,92";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170626 - SUBSECRETARIA DE GESTAO,TEC.DA INF. ORCAMENTO";"2.678.015,51";"2.853.464,79";"2.851.230,34";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170271 - DELEGACIA DA RFB EM PALMAS";"94.192,65";"71.396,18";"56.814,08";"879,83";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170192 - DELEGACIA DA RFB EM CUIABA";"84.619,62";"50.762,55";"50.874,59";"642,36";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170600 - COORD.GERAL DE CONTROLE DA DIVIDA PUBLICA";"178.480.409.945,34";"161.318.012.129,67";"161.318.012.129,67";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170146 - DELEGACIA DA RFB EM OSASCO";"417,36";"2.214,66";"2.217,78";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170052 - DELEGACIA DA RFB EM JOAO PESSOA";"26.905,21";"335.567,85";"303.968,30";"9.063,35";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170066 - DELEGACIA DA RFB EM MACEIO";"76.686,16";"0,00";"0,00";"259.251,65";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170183 - DELEGACIA DA RFB EM SANTA MARIA";"712.625,46";"964.859,89";"990.871,94";"224.728,10";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170007 - SUBSECRETARIA DE ASSUNTOS CORPORATIVOS- SUCOP";"1.582.637,85";"15.403.532,83";"1.680.929,26";"481.582,46";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170201 - DELEGACIA DA RFB EM PORTO VELHO";"26.277,10";"18.851,13";"19.733,11";"186.401,63";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170035 - DELEGACIA DA RFB EM TERESINA";"70.536,00";"153.115,45";"171.840,27";"57.619,23";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170008 - PROCURADORIA GERAL DA FAZENDA NACIONAL";"140.179.352,92";"22.494.171,91";"27.316.317,96";"2.669.578,57";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170028 - DELEGACIA DA RFB EM SAO LUIS";"14.066,90";"431.877,28";"566.890,97";"27.665,03";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170318 - DELEGACIA DA RFB EM JUNDIAI";"2.351.146,16";"1.503.159,17";"1.513.698,10";"124.913,30";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170999 - COORDENACAO GERAL DE CONTABILIDADE";"0,00";"0,00";"0,00";"80.084,89";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170035 - DELEGACIA DA RFB EM TERESINA";"183.777,62";"187.521,33";"254.840,38";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170097 - DELEGACIA DA RFB EM UBERLANDIA";"167.750,69";"141.564,67";"159.052,19";"472,73";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170198 - DELEGACIA DA RFB EM GOIANIA";"25.500,00";"21.055,72";"20.953,74";"15.961,50";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170201 - DELEGACIA DA RFB EM PORTO VELHO";"40.874,69";"25.596,64";"26.278,42";"2.295,10";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170080 - DELEGACIA DA RFB EM FEIRA DE SANTANA";"247.979,02";"122.728,03";"118.408,24";"172.965,48";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170250 - SECRETARIA DE POLITICA ECONOMICA";"7.000,00";"13.475,16";"13.475,16";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170094 - DELEGACIA DA RFB EM VARGINHA";"1.206.719,02";"247.279,15";"108.447,39";"157.033,38";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170279 - CORREGEDORIA-GERAL DA RFB";"209.925,00";"78.089,82";"80.233,43";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170007 - SUBSECRETARIA DE ASSUNTOS CORPORATIVOS- SUCOP";"838.486,84";"12.719.335,16";"11.570.569,48";"3.190.741,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170136 - DELEGACIA DA RFB EM CAMPINAS";"31.740,20";"31.590,20";"31.590,20";"103.733,71";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170479 - CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"0,00";"642.644,46";"687.513,89";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170479 - CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"832.400,00";"212.881,22";"200.091,74";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170081 - DELEGACIA DA RFB EM VITORIA DA CONQUISTA";"1.084.070,43";"299.669,92";"273.577,60";"298.454,54";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170626 - SUBSECRETARIA DE GESTAO,TEC.DA INF. ORCAMENTO";"19.035.658,80";"117.519,73";"165.277,02";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170072 - DELEGACIA DA RFB EM ARACAJU";"30.102,56";"243.754,84";"240.912,53";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170192 - DELEGACIA DA RFB EM CUIABA";"6.826,63";"21.907,41";"21.247,93";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170097 - DELEGACIA DA RFB EM UBERLANDIA";"115.659,57";"150.075,17";"149.712,19";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170170 - DELEGACIA DA RFB EM JOACABA";"0,00";"1.117,54";"1.117,54";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170219 - DELEGACIA DA RFB EM SANTAREM";"4.140,00";"0,00";"0,00";"53.999,21";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170198 - DELEGACIA DA RFB EM GOIANIA";"333.000,00";"146.128,25";"135.710,15";"129.876,87";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170052 - DELEGACIA DA RFB EM JOAO PESSOA";"- 1.755,37";"- 1.755,37";"667,72";"3.800,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170250 - SECRETARIA DE POLITICA ECONOMICA";"0,00";"44.573,42";"50.748,18";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170590 - UCP/SE/MF-PNAFM III";"0,00";"8.363,85";"8.668,92";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170321 - DELEGACIA DA RFB EM PIRACICABA";"0,00";"0,00";"0,00";"729,04";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170138 - DELEGACIA DA RFB EM RIBEIRAO PRETO";"- 9.107,31";"760.431,59";"792.394,36";"619.741,79";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170339 - COORDENACAO-GERAL DE PESQ.INVESTIGACAO DA RFB";"100.000,00";"244.990,92";"244.990,92";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170198 - DELEGACIA DA RFB EM GOIANIA";"42.000,00";"136.144,02";"135.468,27";"1.137,26";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170318 - DELEGACIA DA RFB EM JUNDIAI";"133.258,83";"447.844,46";"522.843,31";"3.437,65";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170116 - SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF";"108.511,18";"3.114.390,91";"2.936.289,51";"1.385.717,75";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170097 - DELEGACIA DA RFB EM UBERLANDIA";"- 66.399,28";"240.449,12";"243.261,56";"48.160,81";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170170 - DELEGACIA DA RFB EM JOACABA";"0,00";"1.004,14";"1.004,14";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170192 - DELEGACIA DA RFB EM CUIABA";"- 3.546,24";"24.971,72";"24.294,37";"290,92";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170205 - DELEGACIA DA RFB EM RIO BRANCO";"169.151,60";"0,00";"0,00";"36.807,72";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170028 - DELEGACIA DA RFB EM SAO LUIS";"- 417.537,72";"231.054,22";"267.447,57";"6.427,84";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170072 - DELEGACIA DA RFB EM ARACAJU";"4.500,00";"182.637,36";"198.581,85";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170092 - DELEGACIA DA RFB EM JUIZ DE FORA";"26.450,99";"104.303,84";"98.243,93";"8.474,12";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170133 - SUPERINTENDENCIA REGIONAL DA RFB NA 8A RF";"175.730,18";"320.715,95";"303.466,80";"1.579.803,69";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170081 - DELEGACIA DA RFB EM VITORIA DA CONQUISTA";"15.946,28";"283.682,09";"258.314,19";"234.936,26";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170312 - DELEGACIA DE ADM.TRIBUTARIA DA RFB EM S.PAULO";"401.211,16";"91.378,91";"92.416,67";"733,23";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170092 - DELEGACIA DA RFB EM JUIZ DE FORA";"720,00";"720,00";"720,00";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170162 - ALFANDEGA DA RFB EM FOZ DO IGUACU";"577,60";"54.619,51";"54.924,85";"2.684,65";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170058 - SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF";"942.246,00";"374.921,15";"192.019,43";"502.257,82";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170533 - ALFANDEGA DA RFB EM SAO PAULO";"1.078.206,63";"635.375,50";"599.945,77";"5.271.317,55";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170066 - DELEGACIA DA RFB EM MACEIO";"- 5.339,96";"382.924,38";"408.855,16";"2.773,22";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170136 - DELEGACIA DA RFB EM CAMPINAS";"618,98";"618,98";"618,98";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170162 - ALFANDEGA DA RFB EM FOZ DO IGUACU";"2.976,50";"1.084,11";"821,66";"1.979,50";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170271 - DELEGACIA DA RFB EM PALMAS";"2.243,38";"2.243,38";"2.031,42";"47.538,90";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170116 - SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF";"1.195.913,79";"2.981.694,67";"2.780.547,92";"544.337,74";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170018 - SUPERINTENDENCIA REGIONAL DA RFB NA 1A RF";"755.758,36";"243.505,80";"212.759,67";"3.137.686,18";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170066 - DELEGACIA DA RFB EM MACEIO";"44.916,26";"37.716,82";"37.844,72";"6.164,79";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170626 - SUBSECRETARIA DE GESTAO,TEC.DA INF. ORCAMENTO";"58.095,00";"58.095,00";"58.095,00";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170201 - DELEGACIA DA RFB EM PORTO VELHO";"109.536,50";"18.340,00";"18.340,00";"35.832,98";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170121 - DELEGACIA DA RFB EM NITEROI";"51.605,74";"23.650,46";"14.779,55";"29.321,04";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170533 - ALFANDEGA DA RFB EM SAO PAULO";"44.322,25";"49.199,90";"59.884,69";"1.625.137,58";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170279 - CORREGEDORIA-GERAL DA RFB";"8.000,00";"19.835,91";"18.364,79";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170072 - DELEGACIA DA RFB EM ARACAJU";"10.633,40";"188.743,39";"209.309,04";"427,14";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170339 - COORDENACAO-GERAL DE PESQ.INVESTIGACAO DA RFB";"840.000,00";"113.923,04";"113.164,70";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170201 - DELEGACIA DA RFB EM PORTO VELHO";"34.978,70";"24.601,70";"25.091,70";"13.827,06";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170035 - DELEGACIA DA RFB EM TERESINA";"180.234,00";"149.929,68";"150.744,90";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170121 - DELEGACIA DA RFB EM NITEROI";"58.700,01";"24.151,92";"24.151,92";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170018 - SUPERINTENDENCIA REGIONAL DA RFB NA 1A RF";"6.664.420,53";"1.391.507,00";"959.603,15";"1.128.110,21";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170205 - DELEGACIA DA RFB EM RIO BRANCO";"72.939,17";"100.466,03";"93.780,63";"46.077,03";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170136 - DELEGACIA DA RFB EM CAMPINAS";"68.774,80";"111.510,55";"116.229,59";"1.152,34";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170047 - DELEGACIA DA RFB EM NATAL";"0,00";"12,71";"2.483,92";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170183 - DELEGACIA DA RFB EM SANTA MARIA";"- 64.623,74";"81.440,65";"73.707,25";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170035 - DELEGACIA DA RFB EM TERESINA";"- 11.988,35";"215.804,01";"141.775,58";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170146 - DELEGACIA DA RFB EM OSASCO";"1.269,20";"1.269,20";"1.236,47";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170339 - COORDENACAO-GERAL DE PESQ.INVESTIGACAO DA RFB";"673.565,00";"474.880,44";"367.508,09";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170162 - ALFANDEGA DA RFB EM FOZ DO IGUACU";"29.091,62";"29.656,33";"29.893,67";"7.273,85";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170170 - DELEGACIA DA RFB EM JOACABA";"0,00";"1.522,54";"1.522,54";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170156 - SUPERINTENDENCIA REGIONAL DA RFB NA 9A RF";"764.741,10";"7.525.310,29";"7.182.117,40";"1.876.552,12";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170103 - DELEGACIA DA RFB EM VITORIA";"86.661,86";"39.161,86";"39.161,86";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170339 - COORDENACAO-GERAL DE PESQ.INVESTIGACAO DA RFB";"400.000,00";"169.916,35";"264.101,32";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170040 - SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF";"2.359.363,06";"15.852,95";"15.724,33";"716.561,35";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170512 - COORDENACAO GERAL DE HAVERES FINANCEIROS";"250.798.313,00";"4.870.011,37";"4.870.011,37";"176.180,37";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170008 - PROCURADORIA GERAL DA FAZENDA NACIONAL";"20.196.109,68";"21.341.539,54";"16.382.359,48";"42.811,21";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170533 - ALFANDEGA DA RFB EM SAO PAULO";"12.390,00";"12.000,00";"12.000,00";"1.267.445,29";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170590 - UCP/SE/MF-PNAFM III";"0,00";"9.233.546,28";"9.234.100,28";"32.518,82";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170312 - DELEGACIA DE ADM.TRIBUTARIA DA RFB EM S.PAULO";"42.738,14";"688.530,94";"670.036,26";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170201 - DELEGACIA DA RFB EM PORTO VELHO";"27.816,00";"60.102,97";"59.371,18";"493,25";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170080 - DELEGACIA DA RFB EM FEIRA DE SANTANA";"118.092,60";"120.713,39";"172.516,13";"3.500,13";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170213 - DELEGACIA DA RFB EM BOA VISTA";"26.269,25";"9.853,07";"6.156,32";"9.910,35";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170339 - COORDENACAO-GERAL DE PESQ.INVESTIGACAO DA RFB";"0,00";"200.592,88";"205.190,68";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170103 - DELEGACIA DA RFB EM VITORIA";"11.129,98";"10.814,32";"22.009,73";"21.282,06";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170162 - ALFANDEGA DA RFB EM FOZ DO IGUACU";"0,00";"836,56";"769,32";"5.545,45";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170339 - COORDENACAO-GERAL DE PESQ.INVESTIGACAO DA RFB";"999.000,00";"163.599,76";"271.730,45";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170860 - COORD. ANALISE E INF TRANS FIN INTERGOV/STN";"10.584.209.650,00";"32.869.336.007,44";"37.119.961.391,50";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170146 - DELEGACIA DA RFB EM OSASCO";"1.723,01";"1.723,01";"1.701,91";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170219 - DELEGACIA DA RFB EM SANTAREM";"0,00";"8.000,00";"8.000,00";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170094 - DELEGACIA DA RFB EM VARGINHA";"226.147,40";"209.365,47";"219.182,53";"133.290,16";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170024 - DELEGACIA DA RFB EM MACAPA";"17.809,00";"17.809,00";"17.809,00";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170047 - DELEGACIA DA RFB EM NATAL";"110.524,14";"43.196,23";"6.112,96";"378.179,03";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170080 - DELEGACIA DA RFB EM FEIRA DE SANTANA";"441.685,13";"78.236,20";"70.806,08";"28.884,37";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170058 - SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF";"1.345.273,43";"884.611,24";"891.586,65";"545.640,19";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170512 - COORDENACAO GERAL DE HAVERES FINANCEIROS";"25.000,00";"12.278.075,93";"12.278.075,93";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170147 - DELEGACIA DA RFB EM SANTO ANDRE";"60.570,71";"780.435,88";"771.933,07";"28.245,92";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170250 - SECRETARIA DE POLITICA ECONOMICA";"0,00";"2.634,90";"2.634,90";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170250 - SECRETARIA DE POLITICA ECONOMICA";"0,00";"1.284,10";"349,55";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170103 - DELEGACIA DA RFB EM VITORIA";"40.877,29";"40.877,29";"29.681,88";"312,40";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170094 - DELEGACIA DA RFB EM VARGINHA";"- 134.774,34";"3.927,21";"39.915,23";"27.002,35";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170339 - COORDENACAO-GERAL DE PESQ.INVESTIGACAO DA RFB";"400.000,00";"506.860,32";"324.144,09";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170219 - DELEGACIA DA RFB EM SANTAREM";"0,00";"4.140,00";"4.140,00";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170700 - COORD.GERAL DE CONTR.E EXEC.DE OPER.FISCAIS.";"1.016.402.284,57";"955.340.944,42";"955.340.944,42";"9.125.775.364,88";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170279 - CORREGEDORIA-GERAL DA RFB";"140.245,90";"99.780,07";"97.146,21";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170279 - CORREGEDORIA-GERAL DA RFB";"45.000,00";"207.191,07";"216.295,86";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170040 - SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF";"1.558.363,02";"1.051.180,52";"1.174.687,66";"13.001,61";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170219 - DELEGACIA DA RFB EM SANTAREM";"23.047,00";"12.680,92";"12.680,92";"0,00";
